element_type,osmid,barrier,name,geometry,source,created_by,access,addr:city,addr:street,wikidata,wikipedia,wheelchair,highway,source:date,source:name,alt_name,amenity,fee,layer,parking,addr:housenumber,addr:postcode,note,opening_hours,url,operator,leisure,natural,addr:country,website,description,check_date,height,historic,nodes,name:en,name:it,name:ko,name:pl,name:ru,old_name,name:etymology:wikidata,place,postal_code,surface,landuse,name:es,source:name:en,check_date:opening_hours,contact:phone,designation,name:1983-2016,fence_type,lit,addr:unit,loc_name,addr:housename,property,noname,building,area,name:2023-10-09-,internet_access,fixme,source:old_name,nohousenumber,smoothness,park,note:es,start_date,bench,source:geometry,source:geometry:date,ways,type,tourism,old_name:-2018,old_name:2018-2019,phone,name:ca,source:opening_hours,contact:facebook
way,293212786,,,"POLYGON ((-3.609009 40.3847728, -3.6096598 40.3854082, -3.6100187 40.3851949, -3.6098257 40.3850064, -3.6093679 40.3845595, -3.609009 40.3847728))",,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,"[2967873926, 2967873927, 2967873928, 3402148223, 2967873929, 2967873926]",,,,,,,,,,,,,,,,,,,,,Parque Chuchu Chuches,,,,,,,,,,,,,,,,,,,,,,,,,,
way,294695983,,,"POLYGON ((-3.6413286 40.4057497, -3.64157 40.4060867, -3.6419347 40.405954, -3.6415351 40.405668, -3.6413286 40.4057497))",,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,"[2982957776, 2982957777, 2982957778, 2982957779, 2982957776]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,295484103,,Jardines de Miss Mara,"POLYGON ((-3.6317544 40.4066797, -3.6319891 40.4063978, -3.6316844 40.406248, -3.6313145 40.4060659, -3.6310905 40.4063509, -3.631388 40.4064982, -3.6317544 40.4066797))",,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,"[2992171715, 2992171716, 2992171720, 2992171717, 2992171718, 2992171719, 2992171715]",,,,,,,Q16326152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,296052709,,,"POLYGON ((-3.6358506 40.4103888, -3.6355671 40.4099915, -3.6363535 40.4096663, -3.6366074 40.4100647, -3.6358506 40.4103888))",,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,"[2998092691, 2998092692, 2998092693, 2998092694, 2998092691]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,296076853,,,"POLYGON ((-3.627191 40.4042125, -3.62751 40.4036244, -3.6275913 40.4037494, -3.6276899 40.4038448, -3.627191 40.4042125))",,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,"[2998279150, 2998279151, 2998279153, 2998279152, 2998279150]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,296076854,,,"POLYGON ((-3.6260618 40.403806, -3.6260081 40.40371, -3.6261932 40.4033444, -3.6262897 40.4033138, -3.6263486 40.4033167, -3.6270348 40.4035374, -3.6272725 40.4036048, -3.627323 40.4036957, -3.6272624 40.4038166, -3.6272176 40.4038973, -3.6272085 40.4039163, -3.627198 40.4039345, -3.6271433 40.4040401, -3.6271301 40.4040699, -3.6271187 40.4040865, -3.6270401 40.4042335, -3.6269657 40.4042783, -3.6267269 40.4041104, -3.626499 40.4039796, -3.6262763 40.4038837, -3.6260618 40.403806))",,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,"[2998279154, 2998279155, 2998279156, 2998279157, 8197815432, 2998279149, 2998279158, 2998279159, 8197815431, 8197815430, 1550928076, 8197815429, 8197815428, 1550928172, 8197815427, 2998279160, 2998279161, 2998279164, 2998279162, 2998279163, 2998279154]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,297758142,,,"POLYGON ((-3.6989856 40.4847072, -3.6992043 40.48499, -3.6994444 40.4848829, -3.6992272 40.4846013, -3.6991645 40.4846288, -3.6989856 40.4847072))",,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,"[3014584748, 3014584750, 3016594886, 3016594887, 3016594897, 3014584748]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,299759081,,,"POLYGON ((-3.6643091 40.5158548, -3.6651669 40.5151256, -3.6644718 40.5146531, -3.664228 40.5148603, -3.6628939 40.5139534, -3.6631364 40.5137472, -3.66248 40.5133009, -3.6616235 40.514029, -3.6643091 40.5158548))",,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,"[3038230663, 3038230664, 3038230665, 3038230666, 3038230667, 3038230668, 3038230669, 3038230670, 3038230663]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,299759115,,,"POLYGON ((-3.6664539 40.5159437, -3.6658413 40.5155258, -3.6649418 40.5162879, -3.6655535 40.5167052, -3.6656331 40.5166378, -3.6653529 40.5164468, -3.6659249 40.5159621, -3.6661016 40.5160826, -3.6661874 40.5160099, -3.6662917 40.5160811, -3.6664539 40.5159437))",,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,"[3038237854, 3038237855, 3038237856, 3038237857, 3038237858, 3038237859, 3038237860, 3038237861, 3038237862, 3038237863, 3038237854]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,299759144,,,"POLYGON ((-3.6667742 40.5163493, -3.6667975 40.5163209, -3.6667788 40.5162836, -3.6667345 40.5162694, -3.6666737 40.5162676, -3.6666305 40.516274, -3.6654269 40.5173309, -3.6654362 40.5174001, -3.6654619 40.5174711, -3.6655062 40.5175315, -3.6655226 40.5175776, -3.6655086 40.5176415, -3.6654969 40.5176895, -3.66556 40.5177729, -3.6656557 40.5178474, -3.6657818 40.517906, -3.6658775 40.5179433, -3.6660059 40.5179859, -3.6661204 40.5180196, -3.6662698 40.5180463, -3.6663912 40.5180569, -3.6665126 40.5180711, -3.6666387 40.5180676, -3.6667648 40.5180516, -3.6668395 40.5180303, -3.6669913 40.5179735, -3.6667508 40.5178173, -3.6666458 40.5176114, -3.6664916 40.5173078, -3.6664332 40.517141, -3.6666924 40.5169084, -3.6666083 40.5168463, -3.666564 40.5167682, -3.666564 40.516699, -3.6665944 40.5166297, -3.6667742 40.5163493))",,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,"[3038233490, 3038233491, 3038233492, 3038233493, 3038233494, 3109832829, 3038233497, 3038233498, 3038233499, 3038233500, 3038233501, 3038233502, 3038233503, 3038233504, 3038233505, 3038233506, 3038233507, 3038233508, 3038233509, 3038233510, 3038233511, 3038233512, 3038233513, 3038233514, 3038233515, 3038233516, 3038233517, 3038233518, 3038233519, 3038233520, 3038233524, 9329485428, 3038233525, 3038233526, 3038233527, 3038233490]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,299807016,,,"POLYGON ((-3.6668276 40.518162, -3.6664984 40.5183839, -3.666003 40.5186678, -3.6660861 40.5185185, -3.6660967 40.518392, -3.6660348 40.5182521, -3.6659322 40.5181378, -3.6658295 40.5180826, -3.665649 40.5180328, -3.6654774 40.518018, -3.665304 40.5180544, -3.6651783 40.5181176, -3.6652332 40.5179911, -3.6653677 40.5178351, -3.6654738 40.5179266, -3.6655694 40.517975, -3.6657481 40.5180409, -3.6659339 40.5181028, -3.6661233 40.5181499, -3.6662896 40.5181822, -3.666456 40.5181916, -3.6666542 40.5181754, -3.6668276 40.518162))",,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,"[3038916748, 3038916749, 3038916750, 3038916751, 3038916752, 3038916753, 3038916754, 3038916755, 3038916756, 3038916757, 3038916758, 3038916759, 3038916760, 3038916761, 3038916762, 3038916763, 3038916764, 3038916765, 3038916766, 3038916767, 3038916768, 3038916769, 3038916748]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,299807060,,,"POLYGON ((-3.6651978 40.5189718, -3.6654685 40.5188776, -3.665826 40.5187055, -3.6659552 40.5185292, -3.6659623 40.5183597, -3.6658525 40.5182158, -3.6657092 40.5181418, -3.6655199 40.5181149, -3.6653146 40.518166, -3.6651695 40.5182777, -3.6650739 40.5184203, -3.6650332 40.5185629, -3.6650562 40.5187781, -3.6651288 40.518992, -3.6651978 40.5189718))",,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,"[3038916011, 3038916012, 3038916013, 3038916014, 3038916015, 3038916016, 3038916017, 3038916018, 3038916019, 3038916020, 3038916021, 3038916022, 3038916023, 3038916024, 3038916011]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,299807112,,,"POLYGON ((-3.6648387 40.5190837, -3.6646822 40.5187731, -3.6645678 40.5186453, -3.664402 40.5185832, -3.6642456 40.5185583, -3.6641055 40.5185867, -3.6639957 40.5186382, -3.6639257 40.5187092, -3.6638463 40.518821, -3.6638439 40.5189311, -3.6638813 40.5190287, -3.663935 40.5191015, -3.6640191 40.5191743, -3.6641125 40.5192151, -3.6642152 40.5192346, -3.6643296 40.519247, -3.6644324 40.5192346, -3.6647056 40.5191423, -3.6648387 40.5190837))",,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,"[3038922408, 3038922409, 3038922410, 3038922411, 3038922412, 3038922413, 3038922414, 3038922415, 3038922416, 3038922417, 3038922418, 3038922419, 3038922420, 3038922421, 3038922422, 3038922423, 3038922424, 3038922425, 3038922408]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,299807193,,,"POLYGON ((-3.6654489 40.5197596, -3.6655783 40.519448, -3.6658032 40.5192373, -3.6660774 40.5190218, -3.6653287 40.5193333, -3.6654489 40.5197596))",,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,"[3038924929, 3038924930, 3038924931, 3038924932, 3038925933, 3038924929]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,299807428,,,"POLYGON ((-3.6650762 40.520127, -3.6651136 40.5199726, -3.6651019 40.5198199, -3.6649618 40.5194632, -3.6648124 40.5195146, -3.6646396 40.5196016, -3.6645182 40.5197028, -3.6644621 40.5198359, -3.6644761 40.5199726, -3.6645065 40.5200667, -3.6645649 40.5201199, -3.6646723 40.520182, -3.6647727 40.5202264, -3.6648777 40.520214, -3.6649828 40.5201874, -3.6650762 40.520127))",,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,"[3038924224, 3038924225, 3038924226, 3038924227, 3038924228, 3038924229, 3038924230, 3038924231, 3038924232, 3038927733, 3038927734, 3038927735, 3038927736, 3038927737, 3038927738, 3038924224]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,299807961,,,"POLYGON ((-3.6652877 40.5206489, -3.6653134 40.5204625, -3.6652947 40.5202975, -3.665262 40.5201004, -3.6652013 40.5202158, -3.6650799 40.5202797, -3.6649585 40.5203259, -3.6648394 40.5203418, -3.6649748 40.5203898, -3.6651196 40.5204732, -3.6652176 40.5205744, -3.6652877 40.5206489))",,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,"[3038933169, 3038933170, 3038933171, 3038933172, 3038933173, 3038933174, 3038933175, 3038933176, 3038933177, 3038933178, 3038933179, 3038933169]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,299807975,,,"POLYGON ((-3.664314 40.5199584, -3.664307 40.5198555, -3.6643327 40.5197472, -3.6643864 40.5196514, -3.6644704 40.5195626, -3.6638517 40.5197721, -3.6640268 40.5197898, -3.6641879 40.5198555, -3.664314 40.5199584))",,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,"[3038933336, 3038933337, 3038933338, 3038933339, 3038933340, 3038933341, 3038933342, 3038933343, 3038933336]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,299808391,,,"POLYGON ((-3.6649193 40.5137088, -3.6648236 40.5136449, -3.6647582 40.5135668, -3.6647442 40.5134745, -3.6647535 40.5133466, -3.6648119 40.5131851, -3.6648998 40.5130874, -3.665015 40.5129863, -3.6651397 40.5129319, -3.6652722 40.5129207, -3.6654078 40.5129611, -3.6665076 40.513666, -3.66739 40.5142472, -3.6681598 40.5149487, -3.669168 40.5157645, -3.6700088 40.5163244, -3.6699386 40.5163919, -3.6684419 40.5170449, -3.6675251 40.5176647, -3.6673742 40.5173589, -3.6670816 40.5165799, -3.6667999 40.5168144, -3.6667678 40.516794, -3.6667463 40.5167124, -3.6669636 40.5163638, -3.6669663 40.5162822, -3.6669534 40.5162424, -3.6668556 40.5161192, -3.6668804 40.5160686, -3.6672997 40.515705, -3.6673516 40.515614, -3.6673445 40.5155061, -3.6673344 40.5154217, -3.6672541 40.5153246, -3.6664669 40.5147797, -3.6653355 40.5140025, -3.6649193 40.5137088))",,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,"[3038941777, 3038941778, 3038941779, 3038941780, 3038941781, 3038941782, 3038941783, 3038941784, 3038941785, 9329485433, 3038941786, 3038941787, 3038941788, 3038941789, 3038941790, 3038941791, 9329485432, 9329485431, 9329485429, 9329485430, 3038941792, 3038941793, 3038941794, 3038941795, 3038941796, 3038941797, 9329485437, 9329485436, 9329485435, 3038941798, 3038941799, 9329485434, 3038941800, 3038941801, 3038941802, 3038941803, 3038941777]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,299809618,,,"POLYGON ((-3.6630632 40.5201047, -3.6638766 40.5198471, -3.6639583 40.5198506, -3.6640446 40.519874, -3.6641817 40.5199618, -3.664365 40.520175, -3.6644358 40.5202593, -3.6645837 40.5203495, -3.664898 40.520449, -3.6650721 40.5205708, -3.6651553 40.5206996, -3.6651799 40.5208331, -3.6651568 40.5209315, -3.6650875 40.5210814, -3.6649427 40.5212734, -3.6644204 40.520531, -3.6641509 40.5202335, -3.6641786 40.5202183, -3.6639737 40.5198904, -3.6632835 40.520141, -3.6630863 40.5201305, -3.6630632 40.5201047))",,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,"[3038953850, 3038953851, 3038953852, 3038953853, 3038953854, 3038953855, 3038953856, 3038953857, 3038953858, 3038953859, 3038953860, 3038953861, 3038953862, 3038953863, 3038953864, 3038953865, 3038953866, 3038953867, 3038953868, 3038953869, 3038953870, 3038953850]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,299860240,,,"POLYGON ((-3.6674898 40.5096492, -3.6675945 40.5095195, -3.6677425 40.509422, -3.667057 40.5089528, -3.6662752 40.5084178, -3.6654412 40.5078469, -3.6650526 40.507581, -3.6647938 40.5078083, -3.6651815 40.5080731, -3.6660042 40.5086348, -3.6668023 40.5091798, -3.6674898 40.5096492))",,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,"[3039453297, 3039453301, 3039453298, 7435285737, 7435285735, 7435285745, 3039453299, 3039453300, 7435285744, 7435285734, 7435285736, 3039453297]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,299860241,,,"POLYGON ((-3.6645126 40.507592, -3.6646431 40.5074794, -3.6647655 40.5073738, -3.6640269 40.506879, -3.6632717 40.5063731, -3.6631451 40.5064823, -3.6630188 40.5065914, -3.6637643 40.5070908, -3.6645126 40.507592))",,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,"[3039453302, 7435285750, 3039453303, 7435285752, 3039453304, 7435285751, 3039453305, 7435285753, 3039453302]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,299860288,,,"POLYGON ((-3.6627219 40.5063777, -3.6628579 40.506267, -3.6629801 40.5061676, -3.6624749 40.5058235, -3.6619251 40.5054489, -3.6618255 40.5055741, -3.661673 40.5056652, -3.6622096 40.5060297, -3.6627219 40.5063777))",,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,"[3039453306, 7435285755, 3039453307, 7435285756, 3039453308, 3039453309, 3039453310, 7435285757, 3039453306]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,299860315,,,"POLYGON ((-3.6702344 40.5115332, -3.6703406 40.5113932, -3.6704787 40.5112991, -3.6702301 40.5111272, -3.6697342 40.5107844, -3.669236 40.51044, -3.6690347 40.5103008, -3.6689214 40.5104272, -3.6687551 40.5105295, -3.6689746 40.5106784, -3.6694722 40.5110161, -3.6699623 40.5113486, -3.6702344 40.5115332))",,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,"[3039457039, 3039457040, 3039457041, 4905268962, 4905268965, 4905268968, 3039457042, 3039457043, 3039457044, 4905268969, 4905268967, 4905268964, 3039457039]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,300880030,,,"POLYGON ((-3.6102563 40.4341491, -3.6097122 40.4342102, -3.6089919 40.4343187, -3.6087685 40.4333666, -3.608724 40.4331697, -3.6104979 40.4329327, -3.6105402 40.4331288, -3.6100895 40.4331917, -3.6102144 40.4337429, -3.6101636 40.4337504, -3.6102563 40.4341491))",,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,"[3049724139, 3049724150, 3049724140, 11362286126, 3049724141, 11362286102, 11362286101, 3049724142, 11362286124, 11362286123, 3049724139]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301967419,,Plaza Céfiro,"POLYGON ((-3.6077986 40.4485254, -3.607975 40.4486714, -3.6080224 40.4486714, -3.6082072 40.4485411, -3.6082106 40.4485256, -3.6080733 40.4484147, -3.6080581 40.4483487, -3.6077986 40.4485254))",,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,"[3061515861, 3061515866, 3061515867, 3061515863, 3061515862, 3061515860, 3061515859, 3061515861]",,,,,,,Q467515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,302327087,,,"POLYGON ((-3.6873654 40.5106946, -3.6882029 40.5108878, -3.6883655 40.5109063, -3.6885444 40.5108832, -3.6886867 40.5108213, -3.6887964 40.5107054, -3.688831 40.5105602, -3.688772 40.5104211, -3.6886623 40.5103376, -3.6885159 40.5102943, -3.688337 40.5102943, -3.6880484 40.5103871, -3.6873654 40.5106946))",,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,"[3065857855, 3065857856, 3065857857, 3065857858, 3065857859, 3065857860, 3065857861, 3065857862, 3065857863, 3065857864, 3065857865, 3065857866, 3065857855]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,302327137,,,"POLYGON ((-3.6889103 40.5105339, -3.6888635 40.5104041, -3.6887822 40.5103129, -3.6886846 40.510248, -3.6885891 40.5102232, -3.6884915 40.5102171, -3.6882293 40.5102449, -3.688646 40.5100409, -3.689205 40.5096761, -3.689018 40.5098755, -3.6889448 40.5100146, -3.6889103 40.5101815, -3.6889082 40.5103484, -3.6889103 40.5105339))",,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,"[3065858368, 3065858369, 3065858370, 3065858371, 3065858372, 3065858373, 3065858374, 3065858375, 3065858376, 3065858377, 3065858378, 3065858379, 3065858380, 3065858368]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,302327144,,Parque de Gnomos,"POLYGON ((-3.689375 40.5118984, -3.6888851 40.5114627, -3.6887157 40.5114276, -3.6886078 40.5113479, -3.6885401 40.5112261, -3.6884723 40.5111277, -3.6883644 40.5110762, -3.6872121 40.5108115, -3.6867222 40.5110738, -3.68736 40.5117063, -3.689375 40.5118984))",,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,"[3065859178, 3065859179, 3065859180, 3065859181, 3065859182, 3065859183, 3065859184, 3065859185, 3065859186, 3065859187, 3065859178]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,302327323,,,"POLYGON ((-3.6892457 40.5093109, -3.6886968 40.509637, -3.6881297 40.5098997, -3.6873044 40.5101594, -3.6862726 40.5104396, -3.6868778 40.5105849, -3.6877626 40.5101625, -3.6882793 40.5099042, -3.6887429 40.5096405, -3.6892457 40.5093109))",,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,"[3065860894, 3065860895, 3065860896, 3065860897, 3065860898, 3065860899, 3065860900, 3065860901, 3065860902, 3065860894]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,302327336,,,"POLYGON ((-3.6852733 40.5114736, -3.6854461 40.511316, -3.6856473 40.5111985, -3.6867104 40.5106823, -3.6862937 40.5105819, -3.6860762 40.5105618, -3.6859217 40.5105711, -3.6858099 40.5105973, -3.6856494 40.5106622, -3.6857307 40.5106607, -3.6858242 40.5106761, -3.6859055 40.5107148, -3.6859644 40.5107781, -3.6859726 40.5108647, -3.6859644 40.5109373, -3.6859177 40.5109976, -3.6857591 40.5111027, -3.6855884 40.5112047, -3.6854379 40.5113051, -3.6852733 40.5114736))",,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,"[3065859942, 3065859943, 3065859944, 3065859945, 3065859946, 3065859947, 3065859948, 3065859949, 3065859950, 3065859951, 3065859952, 3065859953, 3065859954, 3065859955, 3065859956, 3065859957, 3065859958, 3065859959, 3065859960, 3065859942]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,302327414,,,"POLYGON ((-3.6848708 40.5118337, -3.6848972 40.5115292, -3.6850009 40.5114269, -3.6850416 40.5113589, -3.6850788 40.5112503, -3.685091 40.5111182, -3.6854908 40.5107766, -3.6855924 40.5107395, -3.6856941 40.5107318, -3.6857733 40.5107488, -3.6858384 40.5107859, -3.6858669 40.5108384, -3.6858608 40.510908, -3.6858282 40.5109713, -3.6857672 40.5110254, -3.6853739 40.5112642, -3.6852245 40.5113948, -3.6850365 40.5116188, -3.6848708 40.5118337))",,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,"[3065861644, 3065861645, 3065861646, 11476215071, 3065861647, 3065861648, 3065861649, 3065861650, 3065861651, 3065861652, 3065861653, 3065861654, 3065861655, 3065861656, 3065861657, 3065861658, 3065861659, 3065861660, 3065861644]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,302327521,,,"POLYGON ((-3.6844569 40.5116309, -3.6849594 40.5112125, -3.6849258 40.5113, -3.6848639 40.5114022, -3.6847842 40.5114789, -3.6846763 40.5115435, -3.6844569 40.5116309))",,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,"[3065849435, 3065849436, 3065849437, 3065849438, 3065849439, 3065849440, 3065849435]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,302644173,,Parque de Albert Camus,"POLYGON ((-3.7175284 40.3912748, -3.7172272 40.3912146, -3.7174099 40.3906629, -3.7176848 40.3907795, -3.7175284 40.3912748))",,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,"[3068950044, 3068950043, 3068950037, 3068950038, 3068950044]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,302644193,,,"POLYGON ((-3.7121725 40.3931829, -3.7122523 40.3932187, -3.7124626 40.3929693, -3.7122418 40.3928578, -3.7121725 40.3931829))",,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,"[9586622988, 11362686558, 3068950062, 11358535408, 9586622988]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,305077835,fence,Jardines de Enrique Herreros,"POLYGON ((-3.7045965 40.4388109, -3.7045953 40.4388461, -3.7045214 40.4388908, -3.7044555 40.4389309, -3.7043638 40.4389288, -3.7043483 40.4393204, -3.7045607 40.4393253, -3.7045577 40.439402, -3.7049599 40.4394113, -3.7050498 40.4394135, -3.7055228 40.4394251, -3.7055991 40.4394266, -3.7056194 40.438831, -3.7045965 40.4388109))",PNOA,,,,,,,,,2009,,,,,,,,,,08:00-22:00,,,park,,,,,,,,"[3096525898, 3096525901, 3096525905, 3096525907, 3096525906, 3096525914, 3096525915, 2972891911, 613048355, 3912764953, 613048358, 3096525916, 3096525899, 3096525898]",,,,,,,,,,,,,,2023-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,306150292,,,"POLYGON ((-3.6647549 40.5186162, -3.6647956 40.5183349, -3.6649094 40.518097, -3.6649338 40.5179919, -3.6648606 40.5179146, -3.6647549 40.5179084, -3.6646126 40.5180352, -3.6643281 40.5182422, -3.6638077 40.5185513, -3.6627954 40.519157, -3.6624214 40.5193548, -3.6625921 40.5198184, -3.6627303 40.5198184, -3.6636817 40.5195093, -3.6641207 40.5193826, -3.6642711 40.5193363, -3.6641492 40.5193116, -3.6639906 40.519259, -3.6638687 40.5191756, -3.6637711 40.5190829, -3.6637264 40.5189221, -3.6637508 40.5187522, -3.6638402 40.5186224, -3.6639947 40.5185204, -3.6641817 40.5184493, -3.6644094 40.518474, -3.6645842 40.5185111, -3.6647549 40.5186162))",,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,"[3109825259, 3109825260, 3109825261, 3109825262, 3109825263, 3109825264, 3109825265, 3109825266, 3109825267, 3109825268, 3109825269, 3109825270, 3109825271, 3109825272, 3109825273, 3109825274, 3109825275, 3109825276, 3109825277, 3109825278, 3109825279, 3109825280, 3109825281, 3109825282, 3109825283, 3109825284, 3109825285, 3109825259]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,307305580,,,"POLYGON ((-3.7362952 40.4089703, -3.7359943 40.4090709, -3.7358723 40.4088728, -3.7360837 40.4086385, -3.7362952 40.4089703))",,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,"[3124057771, 3124057772, 3124057773, 3124057774, 3124057771]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,307331578,,,"POLYGON ((-3.724564 40.4125735, -3.7241004 40.412649, -3.7236061 40.411837, -3.724136 40.411769, -3.7243393 40.4119731, -3.7244842 40.4123015, -3.724564 40.4125735))",,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,"[3124363466, 3124363467, 3124363468, 3124363469, 3124363470, 3124363471, 3124363466]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,307384160,,,"POLYGON ((-3.7364056 40.4084978, -3.7361283 40.408601, -3.7361129 40.408574, -3.7363163 40.4083383, -3.7364056 40.4084978))",,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,"[3125082724, 3125082725, 3125082726, 3125082727, 3125082724]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,308363579,,,"POLYGON ((-3.7155997 40.3472985, -3.7152953 40.3472683, -3.7152824 40.3472576, -3.7154215 40.346512, -3.7154295 40.3464956, -3.7154433 40.3464839, -3.7154552 40.3464801, -3.7154729 40.3464792, -3.71589 40.346598, -3.715903 40.3466054, -3.7159085 40.3466141, -3.7159107 40.3466211, -3.7159092 40.3466374, -3.7155997 40.3472985))",,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,"[3136517537, 5360947390, 5360947391, 5360947396, 5360947393, 3136517536, 5360947394, 5360947395, 5360947386, 5360947387, 3136517552, 5360947388, 5360947389, 3136517537]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
