element_type,osmid,barrier,name,geometry,source,created_by,access,addr:city,addr:street,wikidata,wikipedia,wheelchair,highway,source:date,source:name,alt_name,amenity,fee,layer,parking,addr:housenumber,addr:postcode,note,opening_hours,url,operator,leisure,natural,addr:country,website,description,check_date,height,historic,nodes,name:en,name:it,name:ko,name:pl,name:ru,old_name,name:etymology:wikidata,place,postal_code,surface,landuse,name:es,source:name:en,check_date:opening_hours,contact:phone,designation,name:1983-2016,fence_type,lit,addr:unit,loc_name,addr:housename,property,noname,building,area,name:2023-10-09-,internet_access,fixme,source:old_name,nohousenumber,smoothness,park,note:es,start_date,bench,source:geometry,source:geometry:date,ways,type,tourism,old_name:-2018,old_name:2018-2019,phone,name:ca,source:opening_hours,contact:facebook
node,1877642116,,Parque de la Arganzuela,POINT (-3.709052 40.3975231),,,,,,Q24021351,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3355218291,,Parque Estafeta,POINT (-3.6942495 40.3745717),,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3692962588,,Microjardín Huerta del Bayo,POINT (-3.7053287 40.4080349),Oficina de Urbanismo Social,,,,,,,,,2015-08-09,,,,,,,,,Microjardín plantado en la acción #adoptaunalcorque de las @fiestaslavapies populares 2015.,,,,park,,,https://www.dropbox.com/sh/tckv0imq5wluo6r/AAAS5M-okJSiF3ao0P2mQ2i6a?dl=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3693009598,,00 Calle Doctor Fourquet Campana,POINT (-3.6980903 40.4073709),,,,,,,,,,,,,,,,,,,Microjardín plantado en la acción #adoptaunalcorque de las @fiestaslavapies populares 2015.,,,,park,,,https://www.dropbox.com/sh/xnptjsn1iq73vmm/AAAS3Hpt11LZ1GqRC7nTPhAQa?dl=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4056301456,,La Sanchita,POINT (-3.6963721 40.3901416),,,,,,,,,,,,,,,,,,,,,,,park,,,,Huerta Urbana de Arganzuela http://lasanchita.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4691907827,,,POINT (-3.6498363 40.4671495),,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5531929912,,Zona para Cometas,POINT (-3.7280309 40.3758923),,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5993843619,,Plaza mesa,POINT (-3.6897497 40.5116544),,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6674223787,,,POINT (-3.6568394 40.451625),,,,,Plaza Anguiano,,,,,,,,,,,,2,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6698955194,,,POINT (-3.6805887 40.3561959),,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8177460903,,Primer parking de El Pardo,POINT (-3.7592711 40.4966755),,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,11075031810,,Plaza del Picadero,POINT (-3.7420099 40.4216012),,,,,,,,,,,,,,,,,,,,,,,park,,,https://lacasadecampo.es/2021/12/10/la-plaza-del-picadero/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,11135939506,,,POINT (-3.562647 40.4010717),,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,11135952205,,,POINT (-3.5592869 40.3994646),,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,11703621423,,Parque Infantil,POINT (-3.6908692 40.3961432),,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,11715830166,,,POINT (-3.6895336 40.3844999),,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,11715885765,,,POINT (-3.6803582 40.392944),,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,11715885766,,,POINT (-3.6802955 40.3930413),,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,11715906226,,parque,POINT (-3.7036338 40.3995129),,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,11715923397,,,POINT (-3.6903296 40.389826),,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,11715923398,,,POINT (-3.6927001 40.3937968),,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,11716580478,,,POINT (-3.6801008 40.3897987),,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,4004337,,,"POLYGON ((-3.6049509 40.4296783, -3.6049866 40.429694, -3.6050926 40.4301489, -3.6050611 40.4301781, -3.605029 40.4302078, -3.6042353 40.4303074, -3.6040104 40.4303377, -3.6031316 40.430463, -3.602913 40.4304903, -3.6021144 40.4306057, -3.6020279 40.4305587, -3.6019193 40.4301018, -3.6019465 40.4300783, -3.6019688 40.4300585, -3.6027838 40.4299492, -3.6030158 40.4299186, -3.6038836 40.429797, -3.60413 40.4297633, -3.6049156 40.4296596, -3.6049509 40.4296783))",,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,"[7570505384, 4525169166, 4525169169, 21068238, 4525169168, 26291153, 26291147, 26291148, 26291151, 21068239, 4964524748, 21068240, 7570532289, 4964524756, 26291150, 26291149, 26291146, 26291152, 4525169165, 7570505384]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,4004338,,,"POLYGON ((-3.6016183 40.4301018, -3.6018053 40.4308835, -3.6017029 40.4308644, -3.6014638 40.4308567, -3.6005789 40.430972, -3.6004867 40.4309912, -3.6003203 40.4303529, -3.6003869 40.4302658, -3.6016183 40.4301018))",,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,"[21068247, 21068249, 4525169213, 11343207457, 4525169212, 21068250, 26289764, 21068248, 21068247]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,4004340,,,"POLYGON ((-3.6047727 40.4239289, -3.6045822 40.4239223, -3.6044891 40.4239398, -3.6043598 40.4239832, -3.6042399 40.4240627, -3.6042031 40.4241183, -3.6041698 40.4241929, -3.6041597 40.4242418, -3.6041522 40.4242778, -3.6041572 40.424353, -3.6042219 40.4244772, -3.6043414 40.4245827, -3.6043733 40.4246156, -3.6052019 40.4249306, -3.6057415 40.4251346, -3.6057687 40.425121, -3.6057943 40.4251069, -3.6058548 40.4249061, -3.6060012 40.4246665, -3.6061296 40.4245426, -3.6061526 40.4245097, -3.6061632 40.4244947, -3.6056499 40.424285, -3.6048287 40.4239496, -3.6047727 40.4239289))",,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,"[21068277, 1245968398, 21068278, 1245968303, 21068279, 1245969959, 1245968610, 9215812848, 21068280, 4538207630, 1245970038, 21068271, 1245969242, 1245969452, 21068272, 1245969575, 21068273, 21068274, 21068275, 1245969926, 1245968495, 21068276, 1245970138, 1245968264, 21068277]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,4004341,,,"POLYGON ((-3.6040026 40.4238279, -3.6041137 40.4237233, -3.6041092 40.4237002, -3.6041009 40.4236572, -3.6032966 40.4233394, -3.6027904 40.423135, -3.6019233 40.4227945, -3.6018162 40.422768, -3.601761 40.4228181, -3.6017218 40.4230224, -3.6016391 40.4231572, -3.6014752 40.4232814, -3.6014024 40.4233417, -3.6014061 40.4234123, -3.6014677 40.4234404, -3.6018239 40.4235835, -3.6024812 40.4238489, -3.6025621 40.4238834, -3.6029246 40.4240279, -3.6030121 40.4240597, -3.6034103 40.4242126, -3.6036995 40.4243266, -3.6037511 40.4242968, -3.6037839 40.4242757, -3.6038479 40.4240617, -3.6038913 40.4239956, -3.6039286 40.4239389, -3.6040026 40.4238279))",,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,"[21068269, 1245968313, 1245968815, 21068270, 1245970056, 1245968385, 1245970221, 21068262, 21068294, 21068263, 1245969428, 21068293, 21068264, 21068265, 1245968375, 1245969141, 2363191610, 1245970053, 1245969612, 3219452483, 1245968862, 21068266, 1245968517, 21068267, 21068268, 1245968965, 1245968627, 21068269]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,4004342,,,"POLYGON ((-3.6007649 40.4230073, -3.6007377 40.4230733, -3.6007524 40.423123, -3.6007872 40.4231558, -3.6008339 40.423177, -3.6008847 40.4231932, -3.6009797 40.4232143, -3.6010891 40.4232181, -3.6012199 40.423193, -3.601343 40.4231423, -3.6014375 40.4230632, -3.6014754 40.4230253, -3.6015049 40.4229767, -3.6015312 40.4229, -3.6015286 40.422802, -3.6015036 40.4227232, -3.6014364 40.422625, -3.6013571 40.4225607, -3.601313 40.4225368, -3.6012682 40.4225175, -3.6012137 40.4225121, -3.601166 40.422523, -3.6011306 40.4225389, -3.6010687 40.4225938, -3.6009003 40.4228032, -3.6007649 40.4230073))",,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,"[21068255, 1245968290, 4538207628, 21068256, 1245968462, 21068257, 4538207608, 1245969711, 21068258, 21068259, 1245969409, 1245968377, 21068260, 1245969123, 21068261, 1245968845, 21068251, 4538207607, 1245968595, 4538207616, 21068252, 4538207615, 4538207617, 21068253, 21068254, 21068255]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,4004343,,,"POLYGON ((-3.6065566 40.4253045, -3.6066934 40.4252337, -3.6067785 40.4251436, -3.6068248 40.4250268, -3.6068269 40.424921, -3.6067873 40.4248222, -3.606729 40.4247514, -3.6066257 40.4246798, -3.6065431 40.4246327, -3.6064665 40.4246271, -3.6064195 40.4246565, -3.6062619 40.4247978, -3.6061705 40.4249074, -3.60612 40.425038, -3.6060946 40.4251799, -3.6061059 40.4252572, -3.60615 40.4253058, -3.6062211 40.4253335, -3.6063088 40.4253398, -3.606411 40.4253388, -3.6065566 40.4253045))",,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,"[21068292, 21068291, 21068290, 21068289, 21068288, 21068287, 4540341559, 21068286, 4540341580, 21068285, 4540341581, 21068284, 21068283, 4540341582, 21068282, 21068281, 4540341579, 21991727, 4540341560, 1245969276, 21068292]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,4015650,,,"POLYGON ((-3.6053191 40.4296492, -3.6054339 40.4301172, -3.605512 40.4301477, -3.6056011 40.430134, -3.6068023 40.4299712, -3.6068254 40.4299522, -3.6068405 40.4299375, -3.606728 40.4294578, -3.606641 40.4294334, -3.605409 40.4295957, -3.6053191 40.4296492))",,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,"[21272849, 5022821174, 21272850, 1598932792, 21272847, 7570505375, 5022821168, 21272848, 5022821173, 1598932797, 21272849]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,4066502,,,"POLYGON ((-3.6012989 40.4273031, -3.6021126 40.4271846, -3.6021874 40.427227, -3.6024452 40.4283587, -3.6023815 40.4284302, -3.6016225 40.4285323, -3.6015524 40.4284998, -3.6012989 40.4273031))",,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,"[21525403, 21525400, 4962515915, 21525401, 4962516327, 4962515918, 21525402, 21525403]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,4086375,fence,Parque Juan Carlos I,"POLYGON ((-3.6148483 40.4600495, -3.6149252 40.4599869, -3.615029 40.4599166, -3.6151309 40.4598737, -3.6152785 40.4598267, -3.6153928 40.459809, -3.6156443 40.4597946, -3.6156849 40.4597851, -3.6157095 40.4597807, -3.6158337 40.459697, -3.6111616 40.4570901, -3.6043952 40.4537852, -3.60404 40.4541244, -3.6042663 40.4542446, -3.6042179 40.4543789, -3.6030463 40.4554034, -3.6027724 40.4556558, -3.6018726 40.4564615, -3.6005581 40.4576169, -3.6004373 40.4575774, -3.600287 40.457443, -3.5998352 40.4577377, -3.5980557 40.4586202, -3.5980966 40.4587923, -3.5974895 40.458891, -3.5942966 40.4602624, -3.5938556 40.4603899, -3.5938699 40.4604165, -3.5938483 40.4604228, -3.5939483 40.4605539, -3.5943842 40.461153, -3.5944016 40.4611704, -3.5944427 40.4609724, -3.5951379 40.4607961, -3.5950349 40.460659, -3.5959751 40.4605391, -3.5967359 40.4604653, -3.596759 40.4613177, -3.596857 40.4617829, -3.5987681 40.461541, -3.5987792 40.4619704, -3.5989522 40.4626462, -3.5990788 40.4626483, -3.5991532 40.4628851, -3.5993176 40.4632346, -3.5995298 40.4636312, -3.5998584 40.4640951, -3.5997698 40.464136, -3.6001903 40.4646552, -3.6007845 40.4643749, -3.6009895 40.4648363, -3.6013125 40.4651327, -3.6014557 40.4652213, -3.6017021 40.4659205, -3.6016774 40.4661124, -3.6022947 40.4667469, -3.6035612 40.4665689, -3.6043844 40.4662976, -3.6050655 40.4663299, -3.6058083 40.4663811, -3.6059872 40.4665013, -3.6062347 40.4669975, -3.6064794 40.4674628, -3.6065657 40.4675574, -3.6066604 40.4676198, -3.606757 40.467651, -3.6068912 40.4676591, -3.6070472 40.4676488, -3.6072194 40.4676145, -3.608278 40.467279, -3.6084194 40.467178, -3.6084884 40.4671461, -3.6094793 40.4669912, -3.6095657 40.4669364, -3.609633 40.4668375, -3.6096302 40.4666151, -3.6096499 40.4665299, -3.6097465 40.4663753, -3.6103666 40.4656312, -3.610583 40.4655439, -3.6107582 40.4655096, -3.6113546 40.4654342, -3.6114028 40.4651845, -3.6115399 40.4648997, -3.6119776 40.4643704, -3.6120464 40.4642854, -3.6121245 40.4642075, -3.6121775 40.4641281, -3.6122086 40.4640298, -3.6121319 40.4640351, -3.6120177 40.4640101, -3.6120186 40.4640082, -3.6120481 40.4639457, -3.6121023 40.4638864, -3.6121967 40.4638123, -3.6123511 40.4637314, -3.6125082 40.4636917, -3.6126357 40.463691, -3.6143713 40.4615411, -3.614402 40.4615027, -3.614429 40.461469, -3.61491 40.4608685, -3.6148329 40.4607933, -3.6147619 40.460712, -3.6147183 40.4606849, -3.6146805 40.4606615, -3.6147159 40.4606386, -3.6146937 40.4605653, -3.6146802 40.4604831, -3.6146844 40.4603809, -3.614694 40.4603254, -3.6147078 40.4602817, -3.6147259 40.460228, -3.614772 40.460146, -3.6148483 40.4600495))",,,,,,Q1583169,es:Parque Juan Carlos I,,,,,,,,,,,,,,,,park,,,,,,,,"[27720157, 6420667526, 6419321482, 6420667530, 27720162, 6420667529, 6420667528, 27720215, 6420667527, 27720246, 254194035, 21716392, 254208542, 3143999985, 21716383, 31678993, 3143999988, 3406578684, 254208543, 3143999991, 254208544, 21716384, 254208545, 480339122, 254208274, 254208275, 21716386, 6419848992, 6419848993, 6419848991, 252828106, 27720488, 252828092, 252828102, 252828095, 251936067, 27720491, 27720495, 27720501, 27720541, 27720985, 27721004, 3635958740, 27721017, 3635958755, 27721172, 3635958784, 27721176, 27721005, 27721214, 3390978711, 3390978712, 3390978713, 3390978714, 27719780, 21716387, 1915609132, 1915609070, 3078190608, 3580876151, 3580876163, 3580876147, 3580876161, 7004103871, 3580876167, 7004103872, 3580876154, 7004103873, 3580876159, 1915608970, 7004103874, 1915609079, 1975008395, 1915609074, 1915608941, 7004103868, 1915609020, 7004103869, 1915608981, 1915608954, 1915608978, 3580876155, 1915609008, 3580876149, 4364892747, 6419322387, 6419322386, 3580876169, 3580876156, 6419322385, 1915608926, 6990953828, 2539992114, 1915609062, 6419321484, 1915608959, 6419321483, 1915609081, 3376420275, 6990944328, 6990944327, 27720122, 6419321481, 6419321480, 6990944329, 6990944331, 27721735, 6990944330, 6420667522, 6420667521, 21716390, 6420667523, 6420667524, 6420667525, 27720157]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,4093418,,Parque de Aluche,"POLYGON ((-3.7604847 40.3866295, -3.7598271 40.3869888, -3.7597077 40.387062, -3.7595632 40.3872033, -3.7591865 40.3879501, -3.7591109 40.3880947, -3.7590324 40.388315, -3.7589615 40.3887246, -3.7588895 40.3892253, -3.7588303 40.3897065, -3.7586807 40.390906, -3.7584931 40.3923951, -3.7600331 40.3925929, -3.7602491 40.3893235, -3.760277 40.3887499, -3.7604837 40.3883833, -3.7607253 40.388024, -3.7608916 40.3878953, -3.7608863 40.3876392, -3.7608167 40.3875987, -3.7608312 40.3874137, -3.7609211 40.3873336, -3.7610761 40.3872678, -3.7611691 40.3871892, -3.7610868 40.3871305, -3.7604847 40.3866295))",,,,,,Q6061995,es:Parque Aluche,,,,,,,,,,,,,,,,park,,,,,,,,"[21797708, 21804530, 21804532, 4227379115, 50640497, 50640500, 21804535, 50640485, 21804537, 50640421, 50640426, 21797925, 21797914, 4983736178, 21797761, 365280003, 7315012390, 21797741, 11121523474, 11121523473, 50640327, 11121523472, 7315012394, 11121523470, 21797598, 21797708]",,,,,,Parque del Alcalde Carlos Arias Navarro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,4110831,,Plaza del Dos de Mayo,"POLYGON ((-3.7041149 40.4266592, -3.7040731 40.4266536, -3.7039137 40.4266376, -3.703778 40.4266234, -3.703707 40.426616, -3.7037003 40.4266522, -3.703658 40.4268812, -3.7036413 40.4270146, -3.7036189 40.4271934, -3.703615 40.4272247, -3.7038148 40.4272481, -3.7040131 40.4272713, -3.704071 40.4272778, -3.7042405 40.4272964, -3.7044643 40.4273213, -3.7044772 40.4272446, -3.70449 40.4271691, -3.7044992 40.4271053, -3.7045038 40.427079, -3.7045132 40.4270253, -3.7045191 40.4269822, -3.7045657 40.4267032, -3.7041581 40.4266646, -3.7041149 40.4266592))",,,,,,Q1531008,es:Plaza del Dos de Mayo,,pedestrian,,survey,,,,,,,,,,,,park,,,,,,,,"[21990737, 3842495988, 3842495980, 3842495979, 21990736, 6841096842, 21990735, 4629861377, 6841096839, 21990732, 9024683703, 21990733, 3849464222, 3849464209, 21990740, 11236540407, 3849464161, 3849464159, 11236540406, 3849464160, 21990739, 21990738, 2862547695, 21990737]",,,,,,,Q1531008,square,28004,concrete:plates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,4244734,,Parque del Paraíso,"POLYGON ((-3.6204175 40.4292458, -3.6204525 40.4291261, -3.6206251 40.429043, -3.6218776 40.4284665, -3.622445 40.4282179, -3.6226214 40.428111, -3.6227317 40.4280402, -3.622925 40.4278708, -3.6237333 40.4269969, -3.6243893 40.4262523, -3.6246529 40.4260873, -3.6251057 40.4258578, -3.6253666 40.4262165, -3.6253625 40.4263722, -3.6237567 40.4277058, -3.6235402 40.4278965, -3.6238262 40.4281608, -3.6241298 40.4284921, -3.6241685 40.428554, -3.6241224 40.428593, -3.6236096 40.4291112, -3.6234697 40.4293013, -3.6232983 40.4296561, -3.6231534 40.4301216, -3.6229565 40.4310825, -3.6227299 40.4319372, -3.622402 40.4333108, -3.6223626 40.4334712, -3.6220109 40.43361, -3.6219296 40.4334954, -3.6218297 40.4333547, -3.6215464 40.4333491, -3.621337 40.4333231, -3.6210821 40.4334362, -3.6208552 40.4335342, -3.6203787 40.4336882, -3.6200166 40.4337719, -3.619737 40.4338324, -3.6192759 40.4339075, -3.6193649 40.4339496, -3.6194569 40.433993, -3.6195129 40.4340455, -3.6195397 40.4341033, -3.6195329 40.4341535, -3.6194753 40.4341763, -3.6193227 40.4341874, -3.6190368 40.4342026, -3.6186147 40.434208, -3.6179229 40.4341973, -3.6173109 40.4341921, -3.6172722 40.4341917, -3.6163532 40.4341839, -3.6163369 40.4341851, -3.6163059 40.4341873, -3.615814 40.4342225, -3.6151408 40.4343533, -3.6150959 40.4343591, -3.6149394 40.4343871, -3.613944 40.4345839, -3.6124053 40.4348882, -3.6121456 40.4340386, -3.6134177 40.4338639, -3.6161764 40.4334294, -3.6165262 40.4334095, -3.6193072 40.433397, -3.6195279 40.4333548, -3.6197086 40.4332093, -3.6197964 40.4330218, -3.6204175 40.4292458))",,,,,,Q24021378,,,,,,,,,,,,,,,,,park,,,,,,,,"[25375406, 24969355, 334539756, 1596099467, 334539656, 24969359, 25375368, 25375369, 25375370, 25375371, 25375372, 25375373, 25375461, 25375374, 25375375, 25375376, 24969370, 352655593, 24969364, 3779960593, 24969381, 24969384, 24969387, 24969391, 1595039842, 1595039853, 3779960613, 25375379, 25375380, 3779960614, 25375381, 25375383, 25375384, 25375385, 25375386, 25375387, 25375388, 31260114, 25375389, 3429168878, 1595039901, 1607123732, 1595039914, 1607123734, 1595039851, 25375390, 1607123735, 1607123736, 25375391, 3429168888, 3429170706, 25375392, 3429170705, 3429177227, 25375393, 25375394, 4893932208, 25375395, 4549487083, 25375398, 25375399, 4549487086, 25375400, 4549487085, 25375402, 25375403, 25375404, 25375405, 25375406]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,4259033,,,"POLYGON ((-3.6113663 40.4210162, -3.611794 40.4217313, -3.6121565 40.4223373, -3.6115447 40.4225495, -3.6111774 40.4226698, -3.6110954 40.4226574, -3.6108491 40.4222583, -3.6108278 40.4222237, -3.6106578 40.4219483, -3.6106451 40.4219277, -3.61049 40.4216783, -3.6091079 40.4194363, -3.6091422 40.4193768, -3.6095357 40.4192348, -3.6107554 40.4187945, -3.6108264 40.4188276, -3.611196 40.4190526, -3.6113159 40.4192434, -3.6112923 40.4193219, -3.6113087 40.4193994, -3.6113417 40.4194562, -3.6116242 40.4199123, -3.6116371 40.4199331, -3.611842 40.4202688, -3.6118925 40.4203454, -3.6121107 40.4206975, -3.6120895 40.4207594, -3.6117733 40.4208717, -3.6117529 40.420879, -3.6117152 40.4208924, -3.6113663 40.4210162))",,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,"[25530613, 1555601126, 25530606, 1202371733, 1202371212, 25530608, 1555607970, 3394216110, 3394216105, 1555607945, 1555607972, 25530609, 1202371619, 1202371389, 25530610, 1202371693, 1202371326, 1202371133, 4940118838, 1202371083, 3394215098, 3394215105, 1202371456, 1202371633, 3394215112, 1202371381, 25530612, 3394215125, 1202371629, 3394215126, 25530613]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,4290609,,Jardines del Descubrimiento,"POLYGON ((-3.6898021 40.4253545, -3.6898423 40.4252667, -3.6901483 40.4245982, -3.6899083 40.4245309, -3.6883012 40.424072, -3.6882625 40.4242686, -3.6880978 40.4251034, -3.6881507 40.4252058, -3.6881901 40.4252775, -3.6895786 40.4253425, -3.6898021 40.4253545))",,,,,,Q5926324,es:Jardines del Descubrimiento,,,,,,,,,,,,,,,,park,,,,,,,,"[25901962, 3441196018, 25901963, 1465071280, 25901964, 1465071277, 2377018001, 1465071296, 25901965, 1465071297, 25901962]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,4294387,,Parque de la Bombilla,"POLYGON ((-3.7329658 40.4328009, -3.7329594 40.4327941, -3.7319377 40.4317132, -3.7316643 40.4313806, -3.7313768 40.4309166, -3.7310432 40.4304444, -3.7309419 40.4304904, -3.7308866 40.4304278, -3.7309763 40.4303766, -3.730905 40.4302929, -3.7308641 40.4303186, -3.7303306 40.4306102, -3.7298268 40.4300727, -3.7291416 40.4293224, -3.7291124 40.4293133, -3.7290586 40.4292554, -3.7292321 40.4290984, -3.7292847 40.4290274, -3.7293039 40.4289709, -3.7293015 40.4287678, -3.7293649 40.4287651, -3.7294374 40.4287226, -3.7286531 40.4279995, -3.7279232 40.4272296, -3.7278297 40.4272216, -3.7278662 40.4276644, -3.7276033 40.4277911, -3.7265335 40.4266139, -3.7264433 40.4266662, -3.7263424 40.4272002, -3.726096 40.4270528, -3.7259823 40.4269716, -3.7259179 40.4268995, -3.7258498 40.4269322, -3.725807 40.4269527, -3.7279423 40.4295212, -3.7300933 40.4320886, -3.7302875 40.4322973, -3.7304718 40.4324566, -3.7313321 40.4319934, -3.7323524 40.4330993, -3.7324835 40.4330355, -3.7329658 40.4328009))",,,,,,Q6062764,es:Parque de la Bombilla (Madrid),,,,,,,,,,,,,,,,park,,,,,,,,"[25936039, 338896465, 338896657, 25936056, 25936057, 338896627, 1365187644, 1365187631, 1365187627, 25936059, 5301779987, 5301779985, 1365187588, 1365187549, 1365187548, 25936061, 1365187514, 1365187509, 1365187505, 1365187500, 1365187499, 25936062, 1364771161, 1364771012, 25936071, 338896395, 25936072, 25936073, 1339845059, 338896391, 338896394, 338896393, 338896392, 1435994163, 25936074, 1339845377, 25936064, 1339844959, 25936036, 25936037, 25936038, 338896464, 25936039]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
