,Secciones,Indicadores de renta media y mediana,Periodo,Total
55531,2807901046 Madrid sección 01046,Renta neta media por hogar,2021,32.740
55573,2807901047 Madrid sección 01047,Renta neta media por hogar,2021,29.778
55615,2807901048 Madrid sección 01048,Renta neta media por hogar,2021,29.408
55657,2807901049 Madrid sección 01049,Renta neta media por hogar,2021,26.620
55699,2807901050 Madrid sección 01050,Renta neta media por hogar,2021,27.756
55741,2807901051 Madrid sección 01051,Renta neta media por hogar,2021,25.580
55783,2807901053 Madrid sección 01053,Renta neta media por hogar,2021,32.689
55825,2807901054 Madrid sección 01054,Renta neta media por hogar,2021,28.240
55867,2807901055 Madrid sección 01055,Renta neta media por hogar,2021,35.336
55909,2807901056 Madrid sección 01056,Renta neta media por hogar,2021,35.251
55951,2807901057 Madrid sección 01057,Renta neta media por hogar,2021,39.337
55993,2807901058 Madrid sección 01058,Renta neta media por hogar,2021,41.451
56035,2807901059 Madrid sección 01059,Renta neta media por hogar,2021,37.093
56077,2807901061 Madrid sección 01061,Renta neta media por hogar,2021,41.771
56119,2807901062 Madrid sección 01062,Renta neta media por hogar,2021,34.428
56161,2807901063 Madrid sección 01063,Renta neta media por hogar,2021,37.000
56203,2807901064 Madrid sección 01064,Renta neta media por hogar,2021,41.972
56245,2807901065 Madrid sección 01065,Renta neta media por hogar,2021,35.856
56287,2807901066 Madrid sección 01066,Renta neta media por hogar,2021,31.733
56329,2807901067 Madrid sección 01067,Renta neta media por hogar,2021,38.092
56371,2807901068 Madrid sección 01068,Renta neta media por hogar,2021,50.955
56413,2807901069 Madrid sección 01069,Renta neta media por hogar,2021,32.657
56455,2807901071 Madrid sección 01071,Renta neta media por hogar,2021,50.675
56497,2807901072 Madrid sección 01072,Renta neta media por hogar,2021,53.737
56539,2807901073 Madrid sección 01073,Renta neta media por hogar,2021,72.066
56581,2807901074 Madrid sección 01074,Renta neta media por hogar,2021,42.320
56623,2807901075 Madrid sección 01075,Renta neta media por hogar,2021,33.651
56665,2807901076 Madrid sección 01076,Renta neta media por hogar,2021,35.029
56707,2807901077 Madrid sección 01077,Renta neta media por hogar,2021,47.573
56749,2807901079 Madrid sección 01079,Renta neta media por hogar,2021,47.488
56791,2807901081 Madrid sección 01081,Renta neta media por hogar,2021,42.457
56833,2807901082 Madrid sección 01082,Renta neta media por hogar,2021,42.924
56875,2807901084 Madrid sección 01084,Renta neta media por hogar,2021,63.018
56917,2807901087 Madrid sección 01087,Renta neta media por hogar,2021,68.108
56959,2807901088 Madrid sección 01088,Renta neta media por hogar,2021,58.713
57001,2807901089 Madrid sección 01089,Renta neta media por hogar,2021,45.193
57043,2807901090 Madrid sección 01090,Renta neta media por hogar,2021,48.222
57085,2807901091 Madrid sección 01091,Renta neta media por hogar,2021,38.654
57127,2807901092 Madrid sección 01092,Renta neta media por hogar,2021,40.143
57169,2807901093 Madrid sección 01093,Renta neta media por hogar,2021,36.294
57211,2807901094 Madrid sección 01094,Renta neta media por hogar,2021,38.576
57253,2807901095 Madrid sección 01095,Renta neta media por hogar,2021,35.623
57295,2807901096 Madrid sección 01096,Renta neta media por hogar,2021,36.376
57337,2807901097 Madrid sección 01097,Renta neta media por hogar,2021,33.715
57379,2807901098 Madrid sección 01098,Renta neta media por hogar,2021,30.958
57421,2807901099 Madrid sección 01099,Renta neta media por hogar,2021,32.080
57463,2807901100 Madrid sección 01100,Renta neta media por hogar,2021,34.460
57505,2807901101 Madrid sección 01101,Renta neta media por hogar,2021,35.024
57547,2807901102 Madrid sección 01102,Renta neta media por hogar,2021,36.787
57589,2807901103 Madrid sección 01103,Renta neta media por hogar,2021,53.923
57631,2807901104 Madrid sección 01104,Renta neta media por hogar,2021,33.943
57673,2807901105 Madrid sección 01105,Renta neta media por hogar,2021,39.171
57715,2807901106 Madrid sección 01106,Renta neta media por hogar,2021,53.126
57757,2807901107 Madrid sección 01107,Renta neta media por hogar,2021,55.661
57799,2807901108 Madrid sección 01108,Renta neta media por hogar,2021,44.983
57841,2807901109 Madrid sección 01109,Renta neta media por hogar,2021,38.258
57883,2807901110 Madrid sección 01110,Renta neta media por hogar,2021,36.528
57925,2807901111 Madrid sección 01111,Renta neta media por hogar,2021,38.567
57967,2807901112 Madrid sección 01112,Renta neta media por hogar,2021,38.060
58009,2807901113 Madrid sección 01113,Renta neta media por hogar,2021,35.545
58051,2807901114 Madrid sección 01114,Renta neta media por hogar,2021,38.722
58093,2807901115 Madrid sección 01115,Renta neta media por hogar,2021,37.871
58135,2807901116 Madrid sección 01116,Renta neta media por hogar,2021,34.179
58177,2807901117 Madrid sección 01117,Renta neta media por hogar,2021,37.864
58219,2807901118 Madrid sección 01118,Renta neta media por hogar,2021,33.693
58261,2807901119 Madrid sección 01119,Renta neta media por hogar,2021,29.146
58303,2807901120 Madrid sección 01120,Renta neta media por hogar,2021,36.000
58345,2807901121 Madrid sección 01121,Renta neta media por hogar,2021,35.585
58387,2807901123 Madrid sección 01123,Renta neta media por hogar,2021,37.561
58429,2807901124 Madrid sección 01124,Renta neta media por hogar,2021,48.526
58513,2807902001 Madrid sección 02001,Renta neta media por hogar,2021,40.142
58555,2807902002 Madrid sección 02002,Renta neta media por hogar,2021,36.370
58597,2807902003 Madrid sección 02003,Renta neta media por hogar,2021,47.050
58639,2807902004 Madrid sección 02004,Renta neta media por hogar,2021,48.978
58681,2807902005 Madrid sección 02005,Renta neta media por hogar,2021,42.616
58723,2807902006 Madrid sección 02006,Renta neta media por hogar,2021,48.442
58765,2807902007 Madrid sección 02007,Renta neta media por hogar,2021,53.070
58807,2807902008 Madrid sección 02008,Renta neta media por hogar,2021,39.245
58849,2807902009 Madrid sección 02009,Renta neta media por hogar,2021,56.249
58891,2807902010 Madrid sección 02010,Renta neta media por hogar,2021,48.061
58933,2807902011 Madrid sección 02011,Renta neta media por hogar,2021,53.316
58975,2807902013 Madrid sección 02013,Renta neta media por hogar,2021,45.654
59017,2807902014 Madrid sección 02014,Renta neta media por hogar,2021,41.465
59059,2807902015 Madrid sección 02015,Renta neta media por hogar,2021,45.875
59101,2807902016 Madrid sección 02016,Renta neta media por hogar,2021,57.233
59143,2807902017 Madrid sección 02017,Renta neta media por hogar,2021,56.221
59185,2807902018 Madrid sección 02018,Renta neta media por hogar,2021,58.860
59227,2807902019 Madrid sección 02019,Renta neta media por hogar,2021,59.314
59269,2807902020 Madrid sección 02020,Renta neta media por hogar,2021,49.072
59311,2807902021 Madrid sección 02021,Renta neta media por hogar,2021,38.293
59353,2807902022 Madrid sección 02022,Renta neta media por hogar,2021,37.430
59395,2807902023 Madrid sección 02023,Renta neta media por hogar,2021,36.854
59437,2807902024 Madrid sección 02024,Renta neta media por hogar,2021,41.095
59479,2807902025 Madrid sección 02025,Renta neta media por hogar,2021,39.983
59521,2807902026 Madrid sección 02026,Renta neta media por hogar,2021,39.310
59563,2807902027 Madrid sección 02027,Renta neta media por hogar,2021,44.668
59605,2807902028 Madrid sección 02028,Renta neta media por hogar,2021,27.329
59647,2807902029 Madrid sección 02029,Renta neta media por hogar,2021,28.824
59689,2807902030 Madrid sección 02030,Renta neta media por hogar,2021,42.647
59731,2807902031 Madrid sección 02031,Renta neta media por hogar,2021,51.120
59773,2807902032 Madrid sección 02032,Renta neta media por hogar,2021,45.686
59815,2807902033 Madrid sección 02033,Renta neta media por hogar,2021,41.868
59857,2807902034 Madrid sección 02034,Renta neta media por hogar,2021,43.534
59899,2807902035 Madrid sección 02035,Renta neta media por hogar,2021,37.031
59941,2807902036 Madrid sección 02036,Renta neta media por hogar,2021,39.417
59983,2807902037 Madrid sección 02037,Renta neta media por hogar,2021,44.671
60025,2807902038 Madrid sección 02038,Renta neta media por hogar,2021,36.847
60067,2807902039 Madrid sección 02039,Renta neta media por hogar,2021,42.833
60109,2807902040 Madrid sección 02040,Renta neta media por hogar,2021,38.970
60151,2807902041 Madrid sección 02041,Renta neta media por hogar,2021,34.162
60193,2807902042 Madrid sección 02042,Renta neta media por hogar,2021,37.802
60235,2807902043 Madrid sección 02043,Renta neta media por hogar,2021,36.773
60277,2807902044 Madrid sección 02044,Renta neta media por hogar,2021,37.822
60319,2807902045 Madrid sección 02045,Renta neta media por hogar,2021,36.279
60361,2807902046 Madrid sección 02046,Renta neta media por hogar,2021,27.868
60403,2807902047 Madrid sección 02047,Renta neta media por hogar,2021,28.609
60445,2807902048 Madrid sección 02048,Renta neta media por hogar,2021,36.320
60487,2807902049 Madrid sección 02049,Renta neta media por hogar,2021,57.651
60529,2807902050 Madrid sección 02050,Renta neta media por hogar,2021,33.741
60571,2807902051 Madrid sección 02051,Renta neta media por hogar,2021,51.071
60613,2807902052 Madrid sección 02052,Renta neta media por hogar,2021,56.529
60655,2807902053 Madrid sección 02053,Renta neta media por hogar,2021,47.018
60697,2807902054 Madrid sección 02054,Renta neta media por hogar,2021,39.402
60739,2807902055 Madrid sección 02055,Renta neta media por hogar,2021,39.862
60781,2807902056 Madrid sección 02056,Renta neta media por hogar,2021,38.138
60823,2807902057 Madrid sección 02057,Renta neta media por hogar,2021,37.491
60865,2807902058 Madrid sección 02058,Renta neta media por hogar,2021,35.231
60907,2807902059 Madrid sección 02059,Renta neta media por hogar,2021,38.452
60949,2807902060 Madrid sección 02060,Renta neta media por hogar,2021,42.372
60991,2807902061 Madrid sección 02061,Renta neta media por hogar,2021,37.662
61033,2807902062 Madrid sección 02062,Renta neta media por hogar,2021,35.010
61075,2807902063 Madrid sección 02063,Renta neta media por hogar,2021,35.292
61117,2807902064 Madrid sección 02064,Renta neta media por hogar,2021,39.394
61159,2807902065 Madrid sección 02065,Renta neta media por hogar,2021,40.929
61201,2807902066 Madrid sección 02066,Renta neta media por hogar,2021,47.528
61243,2807902067 Madrid sección 02067,Renta neta media por hogar,2021,31.335
61285,2807902068 Madrid sección 02068,Renta neta media por hogar,2021,30.272
61327,2807902069 Madrid sección 02069,Renta neta media por hogar,2021,42.657
61369,2807902070 Madrid sección 02070,Renta neta media por hogar,2021,39.949
61411,2807902071 Madrid sección 02071,Renta neta media por hogar,2021,44.045
61453,2807902072 Madrid sección 02072,Renta neta media por hogar,2021,41.012
61495,2807902073 Madrid sección 02073,Renta neta media por hogar,2021,42.855
61537,2807902074 Madrid sección 02074,Renta neta media por hogar,2021,38.664
61579,2807902075 Madrid sección 02075,Renta neta media por hogar,2021,41.667
61621,2807902077 Madrid sección 02077,Renta neta media por hogar,2021,36.702
61663,2807902078 Madrid sección 02078,Renta neta media por hogar,2021,38.259
61705,2807902079 Madrid sección 02079,Renta neta media por hogar,2021,41.599
61747,2807902080 Madrid sección 02080,Renta neta media por hogar,2021,45.784
61789,2807902081 Madrid sección 02081,Renta neta media por hogar,2021,41.009
61831,2807902082 Madrid sección 02082,Renta neta media por hogar,2021,33.875
61873,2807902083 Madrid sección 02083,Renta neta media por hogar,2021,50.235
61915,2807902085 Madrid sección 02085,Renta neta media por hogar,2021,60.051
61957,2807902086 Madrid sección 02086,Renta neta media por hogar,2021,47.612
61999,2807902087 Madrid sección 02087,Renta neta media por hogar,2021,61.888
62041,2807902088 Madrid sección 02088,Renta neta media por hogar,2021,38.396
62083,2807902089 Madrid sección 02089,Renta neta media por hogar,2021,49.627
62125,2807902090 Madrid sección 02090,Renta neta media por hogar,2021,50.205
62167,2807902091 Madrid sección 02091,Renta neta media por hogar,2021,49.453
62209,2807902092 Madrid sección 02092,Renta neta media por hogar,2021,49.379
62251,2807902093 Madrid sección 02093,Renta neta media por hogar,2021,49.895
62293,2807902094 Madrid sección 02094,Renta neta media por hogar,2021,74.684
62335,2807902095 Madrid sección 02095,Renta neta media por hogar,2021,57.476
62377,2807902096 Madrid sección 02096,Renta neta media por hogar,2021,74.774
62419,2807902097 Madrid sección 02097,Renta neta media por hogar,2021,58.121
62461,2807902098 Madrid sección 02098,Renta neta media por hogar,2021,52.762
62503,2807902099 Madrid sección 02099,Renta neta media por hogar,2021,54.885
62545,2807902100 Madrid sección 02100,Renta neta media por hogar,2021,57.148
62587,2807902101 Madrid sección 02101,Renta neta media por hogar,2021,64.870
62629,2807902102 Madrid sección 02102,Renta neta media por hogar,2021,60.699
62671,2807902103 Madrid sección 02103,Renta neta media por hogar,2021,65.446
62713,2807902104 Madrid sección 02104,Renta neta media por hogar,2021,55.413
62755,2807902105 Madrid sección 02105,Renta neta media por hogar,2021,63.675
62797,2807902106 Madrid sección 02106,Renta neta media por hogar,2021,58.534
62839,2807902107 Madrid sección 02107,Renta neta media por hogar,2021,63.313
62881,2807902108 Madrid sección 02108,Renta neta media por hogar,2021,61.480
62923,2807902109 Madrid sección 02109,Renta neta media por hogar,2021,53.126
62965,2807902110 Madrid sección 02110,Renta neta media por hogar,2021,68.040
63007,2807902111 Madrid sección 02111,Renta neta media por hogar,2021,51.765
63049,2807902112 Madrid sección 02112,Renta neta media por hogar,2021,59.064
63133,2807903001 Madrid sección 03001,Renta neta media por hogar,2021,74.164
63175,2807903002 Madrid sección 03002,Renta neta media por hogar,2021,41.775
63217,2807903003 Madrid sección 03003,Renta neta media por hogar,2021,50.099
63259,2807903004 Madrid sección 03004,Renta neta media por hogar,2021,40.659
63301,2807903005 Madrid sección 03005,Renta neta media por hogar,2021,34.953
63343,2807903006 Madrid sección 03006,Renta neta media por hogar,2021,47.985
63385,2807903007 Madrid sección 03007,Renta neta media por hogar,2021,33.111
63427,2807903008 Madrid sección 03008,Renta neta media por hogar,2021,40.364
