,geom,nmun,porcentaje_de_poblacion_menor_de_18_anos
0,"POLYGON((-3.30671018189774 40.5785377081149, -3.30837115573751 40.5791431107104, -3.30882783058562 40.5785022982157, -3.30897473922844 40.5781287341814, -3.30924723323711 40.5777774884452, -3.30973438182409 40.5769780658753, -3.30995541152319 40.5766445227999, -3.31031160707661 40.5754314042736, -3.31044399059064 40.5750393279107, -3.31053170375185 40.5746353130646, -3.31071651238632 40.574184573685, -3.31100753984343 40.5738060407699, -3.3112787028955 40.5735073604421, -3.31151840315499 40.5731443147346, -3.31172176944355 40.5726685473573, -3.31225845623195 40.5713089386178, -3.31245045972996 40.5709314830189, -3.31260644747881 40.5704322189324, -3.31278183668256 40.5699949931505, -3.31284041282098 40.569553905134, -3.31295861561394 40.5691297652312, -3.31312630565391 40.5687656938882, -3.31337023651163 40.5681004355474, -3.31354887691972 40.5677777215917, -3.31372003955973 40.5672717353623, -3.313786872815 40.5667347245399, -3.31388404476395 40.5663124640156, -3.31403772105791 40.5659070279672, -3.31416138719824 40.5655012093418, -3.31423534143497 40.5647902835537, -3.31431588406125 40.5644343056984, -3.31442981236235 40.5640626298867, -3.31463620263117 40.5635869385377, -3.31490973810157 40.5631830728337, -3.31507537372351 40.562777729625, -3.31527320992637 40.5624094600092, -3.31600932224073 40.5612287400798, -3.31625405224055 40.5608999363589, -3.31685017674814 40.5601797787814, -3.31703286824547 40.5598158447869, -3.3173025366012 40.5594485554558, -3.31767320773005 40.5590000805938, -3.31788035160686 40.5586158934945, -3.31802146311157 40.5584272784112, -3.31850042250267 40.5578982477238, -3.3193367726292 40.5573192327619, -3.32055200360697 40.5564261140381, -3.32101475009081 40.5561155532551, -3.32130079299855 40.5559729163987, -3.32146022796747 40.5559068267546, -3.32222907512518 40.5557450434272, -3.32352930473916 40.5554341373188, -3.32375857620731 40.5553385167966, -3.32399671976319 40.5552620238877, -3.32481737538427 40.5550510929662, -3.32598350316557 40.5548522133623, -3.32613501972877 40.5548598874701, -3.32613015879951 40.5547962297947, -3.32614857353464 40.5547623592515, -3.3265208702879 40.5545373451778, -3.32674671561626 40.5543604355643, -3.32675051304636 40.5543155153876, -3.32677834406487 40.5542784235495, -3.32740153663945 40.5536524747763, -3.32787574967659 40.553202032848, -3.32844055177637 40.5527443423395, -3.32880820122377 40.5523836669672, -3.32938859688035 40.5519062203866, -3.32972912561518 40.551585582919, -3.32982707281422 40.5514734215918, -3.33059064340536 40.5501116330096, -3.33072568718034 40.5499305996546, -3.330861098658 40.5498138671562, -3.33098961494903 40.5497312304934, -3.33293899579118 40.548752653388, -3.33339982912339 40.5484530787392, -3.333597083401 40.5482634535265, -3.33370095836516 40.5481203080794, -3.33378209152794 40.5478301647735, -3.33407213448971 40.5463588475135, -3.3341315609776 40.5457155095226, -3.33391931431654 40.5459328229422, -3.33354437241238 40.5464099411963, -3.33324172836951 40.5468314817471, -3.33295234493142 40.5470094332978, -3.33211284915509 40.547465774918, -3.33151933522179 40.5477663676015, -3.33111490339983 40.5481549813248, -3.33084061404268 40.5484546633147, -3.33058105464377 40.5487986146816, -3.33029301185634 40.5492533178771, -3.32738059550726 40.5502136274861, -3.32713447493265 40.5503360918911, -3.32674435581878 40.5506914382762, -3.32626262306261 40.550106089195, -3.32579244666982 40.5495847967221, -3.32563642948542 40.5496527431065, -3.3257243042915 40.5497911904516, -3.32573347707013 40.5498379217939, -3.32573701330357 40.5499281505847, -3.32566914852197 40.5502599710875, -3.32567726040592 40.5503475879023, -3.32571717402476 40.5504283052226, -3.32588877996911 40.5506212022876, -3.3258953462074 40.5507090666819, -3.32578235700217 40.5509427262677, -3.32575185544356 40.5510378653797, -3.32545755291467 40.5513814841578, -3.32538835812321 40.5515291505507, -3.32528372490567 40.5518210386522, -3.32517960297898 40.5522239339917, -3.32492921737944 40.5521363870805, -3.32210041987191 40.5515493518634, -3.32175613100275 40.5514996215986, -3.32160328614482 40.5515103425467, -3.32158210480178 40.5513742884441, -3.32116142927949 40.5508941011767, -3.32073132254965 40.5503565904235, -3.32053457555518 40.5501017055762, -3.32042720783728 40.5499242141267, -3.32002751462552 40.5497775629958, -3.31920715245115 40.5487636808356, -3.31815953318159 40.5475914273463, -3.31759855186436 40.5470548720932, -3.31587953382395 40.545806679662, -3.31504087261166 40.5450961406159, -3.31451458750028 40.5445790888442, -3.31421553723704 40.5442018886447, -3.3133035899157 40.542951471198, -3.31253469560077 40.5420030803467, -3.31206554491549 40.5415831203119, -3.31122817269948 40.5411317213003, -3.30978011103518 40.5402607430928, -3.30772185426467 40.5390673586319, -3.30694208451293 40.5388101725137, -3.30623411103297 40.5387796396, -3.30514355493815 40.5386744995038, -3.30116289068267 40.537406102465, -3.29991755273128 40.5371561786167, -3.29878393370888 40.537159098438, -3.29726379885935 40.53728956974, -3.29695073335091 40.5373791362687, -3.29712799216057 40.5375211029818, -3.29461850766254 40.5396270478068, -3.2927191177862 40.5421928493095, -3.29163537937981 40.5431162743475, -3.29093992140459 40.5439156680033, -3.28986892082921 40.5447651835245, -3.28651548886141 40.5467796192813, -3.28644592353947 40.546840732684, -3.28514232007258 40.5476237684696, -3.28503893668962 40.5477246298917, -3.28555466845769 40.5484830091501, -3.28479585391005 40.5494242195844, -3.28310339774611 40.5509641351969, -3.28639746718778 40.554151280516, -3.28482928581864 40.5557174064194, -3.28835747873144 40.5586072475154, -3.28414745987707 40.5620126757007, -3.28313351032782 40.5636189117122, -3.28711697297729 40.5651577525389, -3.28527158408922 40.5678122156147, -3.2840705723918 40.5689764228799, -3.28684108402876 40.5721294251429, -3.2867104153752 40.5725692185483, -3.28691167157877 40.5723309481252, -3.28706203199264 40.5724054501943, -3.28905413090083 40.5721798812825, -3.28956040306526 40.572158138013, -3.29260993238075 40.5730160778434, -3.29476264814431 40.5744342842586, -3.29594812369109 40.5751097792617, -3.29633918577253 40.5752069393847, -3.29689102536353 40.5749036626397, -3.29721573931455 40.5747026051751, -3.29740576529667 40.5745819817185, -3.29764496189133 40.5743834314242, -3.29770204486812 40.5743981580072, -3.29863517937227 40.5750376065565, -3.29947434622382 40.5757997137487, -3.29994366895523 40.5763968761112, -3.30141781065106 40.5772076601827, -3.302951994754 40.578014835465, -3.30271603194527 40.5782968815465, -3.30294184212135 40.5783695570171, -3.30329984939357 40.5784495452847, -3.30360744718788 40.5784590028892, -3.30394067855496 40.5785493829617, -3.30464218519817 40.578102173942, -3.3051472751646 40.5780037260203, -3.30532298208407 40.5780637599891, -3.30671018189774 40.5785377081149))",Meco,22.9
1,"POLYGON((-3.32053457555518 40.5501017055762, -3.32073132254965 40.5503565904235, -3.32116142927949 40.5508941011767, -3.32158210480178 40.5513742884441, -3.32160328614482 40.5515103425467, -3.32175613100275 40.5514996215986, -3.32210041987191 40.5515493518634, -3.32492921737944 40.5521363870805, -3.32517960297898 40.5522239339917, -3.32528372490567 40.5518210386522, -3.32538835812321 40.5515291505507, -3.32545755291467 40.5513814841578, -3.32575185544356 40.5510378653797, -3.32590162644597 40.5506667971324, -3.32588877996911 40.5506212022876, -3.32571717402476 40.5504283052226, -3.32567726040592 40.5503475879023, -3.32566914852197 40.5502599710875, -3.32573701330357 40.5499281505847, -3.3257243042915 40.5497911904516, -3.32569598512885 40.5497377473826, -3.3248981513477 40.5487574229653, -3.32458723854982 40.5484048731779, -3.32418611313736 40.5485938354403, -3.32345501786616 40.5488944014737, -3.32255351046347 40.549162705727, -3.32159348231882 40.5494755753289, -3.32042720783728 40.5499242141267, -3.32053457555518 40.5501017055762))",Meco,22.2
2,"POLYGON((-3.32579244666982 40.5495847967221, -3.32626262306261 40.550106089195, -3.32674435581878 40.5506914382762, -3.32713447493265 40.5503360918911, -3.32738059550726 40.5502136274861, -3.33029301185634 40.5492533178771, -3.33058105464377 40.5487986146816, -3.33084061404268 40.5484546633147, -3.33111490339983 40.5481549813248, -3.33151933522179 40.5477663676015, -3.33211284915509 40.547465774918, -3.33295234493142 40.5470094332978, -3.33324172836951 40.5468314817471, -3.33354437241238 40.5464099411963, -3.33391931431654 40.5459328229422, -3.3341315609776 40.5457155095226, -3.33451008837625 40.5417943956541, -3.33467025122154 40.5410420408828, -3.33614376121353 40.5353071545604, -3.33621284113687 40.5351943688193, -3.33627006626321 40.5350554555661, -3.33640502327879 40.5348991764829, -3.33647999474742 40.5347746572914, -3.3367054845904 40.5345352553201, -3.33692638568473 40.5343111995037, -3.33901472755869 40.532349255491, -3.34014614296153 40.5314693805698, -3.34041581498689 40.5313271306103, -3.34068264994936 40.5310921178377, -3.34076355942675 40.5309765647166, -3.34107457043616 40.5307560557778, -3.34042196412056 40.5306775609964, -3.3400443106092 40.5307057169575, -3.33990726101449 40.5306835725956, -3.33979093023085 40.530569520908, -3.33962525664094 40.5302546668152, -3.33952783190113 40.5301351539123, -3.33874939397837 40.529832899174, -3.33822158177546 40.5295767559922, -3.33741212447401 40.5292161185001, -3.33450373205445 40.5279415897096, -3.33383294011615 40.5276678339829, -3.33322023390796 40.5274452732132, -3.33165571455985 40.5266885004014, -3.33055770025532 40.5261979117059, -3.33025001758527 40.5260447815464, -3.32999417038775 40.5258806341348, -3.32982697080363 40.5257369555591, -3.32932162891049 40.5252419591064, -3.32824305418845 40.5246099053239, -3.32651279877533 40.523498524092, -3.32633641224234 40.5233981499109, -3.32624798382061 40.5234254300996, -3.32577445939391 40.5231564782522, -3.32541912797367 40.5229196266282, -3.32467844971998 40.5223343085632, -3.32396767256914 40.5218218942899, -3.32347965491329 40.5214853874123, -3.32314221620184 40.5212800280107, -3.32260545161536 40.5215977650211, -3.32230889511814 40.5218021519462, -3.32174488936155 40.5221181320978, -3.32153813571961 40.5223241336109, -3.32082837092505 40.522772025821, -3.32021592734412 40.5230737402262, -3.31796197460123 40.5237772319099, -3.31762421515504 40.5237484123121, -3.31668196662942 40.5239717108339, -3.31625548818519 40.5244052982347, -3.31574874609753 40.5243571185077, -3.31517110561825 40.524789341874, -3.3142523251747 40.5257404797062, -3.31350620538689 40.526255128866, -3.3128433940799 40.5266695437044, -3.31266393865787 40.5266709095955, -3.31185094793423 40.5272811878537, -3.3110242211719 40.52771044159, -3.31036510989266 40.5281734679352, -3.30980207552423 40.5284623771941, -3.30927134567442 40.528846657044, -3.30907239192418 40.5287039343532, -3.30888948193434 40.5287332584198, -3.30805732651176 40.5290354376473, -3.30692051394159 40.5298592201013, -3.3067438583291 40.5304767836643, -3.30645326915075 40.5309649580295, -3.3063580156198 40.5315705852257, -3.30631029781848 40.5317229864491, -3.30592712858336 40.5318357125714, -3.30553497702754 40.5323367154589, -3.3053967812615 40.5325875251344, -3.30485601721636 40.5331024786246, -3.30424560329939 40.5328518440916, -3.30354191905441 40.5323410377245, -3.30259356349034 40.5314669630718, -3.30095664198904 40.5327594850098, -3.30069862992813 40.5325709813714, -3.3004742810027 40.5325625389227, -3.300401485392 40.5321257976298, -3.30024098642105 40.531630741298, -3.30004780453414 40.5311627477848, -3.29996183528373 40.5310098295823, -3.29984787672034 40.5308524245147, -3.2995797899972 40.5305558441979, -3.29689898296063 40.5283195070841, -3.29413069878072 40.5291733694464, -3.29365669485197 40.5287736917175, -3.29277562758245 40.5292713309857, -3.29214851257109 40.5297278795998, -3.28985265210727 40.5317471901444, -3.28983550167036 40.5317169351505, -3.28985275436945 40.5317476313266, -3.29046006633308 40.5321816576851, -3.29695073335091 40.5373791362687, -3.29726379885935 40.53728956974, -3.29878393370888 40.537159098438, -3.29991755273128 40.5371561786167, -3.30116289068267 40.537406102465, -3.30514355493815 40.5386744995038, -3.30623411103297 40.5387796396, -3.30694208451293 40.5388101725137, -3.30772185426467 40.5390673586319, -3.30978011103518 40.5402607430928, -3.31122817269948 40.5411317213003, -3.31206554491549 40.5415831203119, -3.31253469560077 40.5420030803467, -3.3133035899157 40.542951471198, -3.31421553723704 40.5442018886447, -3.31451458750028 40.5445790888442, -3.31504087261166 40.5450961406159, -3.31587953382395 40.545806679662, -3.31759855186436 40.5470548720932, -3.31815953318159 40.5475914273463, -3.31920715245115 40.5487636808356, -3.32002751462552 40.5497775629958, -3.32042720783728 40.5499242141267, -3.32159348231882 40.5494755753289, -3.32255351046347 40.549162705727, -3.32345501786616 40.5488944014737, -3.32418611313736 40.5485938354403, -3.32458723854982 40.5484048731779, -3.3248981513477 40.5487574229653, -3.32563642948542 40.5496527431065, -3.32579244666982 40.5495847967221))",Meco,22.6
3,"POLYGON((-3.31608555683787 40.584073152043, -3.31991314355108 40.5880724478381, -3.32116539828396 40.5896821131343, -3.32827686017571 40.5948360549907, -3.32800926006251 40.5949441889858, -3.32977706287877 40.5965907531955, -3.32964936317032 40.5966499896272, -3.33034277464382 40.5973685902665, -3.32775296502322 40.5989277676514, -3.33041682038328 40.6006025967227, -3.33071941289838 40.6009204959638, -3.33212704233435 40.5999697025587, -3.33298714629974 40.5999068687751, -3.33407584098877 40.5994577937154, -3.33474843195614 40.5987666879606, -3.33464558335848 40.598528275937, -3.33490818441167 40.5983247689944, -3.33836556967329 40.5968252459603, -3.33634321563792 40.594425128684, -3.33706139653173 40.5917977007493, -3.33822124400533 40.5913314842063, -3.33970291664517 40.5926414415847, -3.34068238436778 40.592205615801, -3.33979672614766 40.5915304596204, -3.3409680450542 40.5897573904536, -3.34024783547566 40.5894510346213, -3.3430345574308 40.5868046464005, -3.34212298199831 40.5852271115653, -3.34520005712763 40.5835010702728, -3.34619989858736 40.5831259686849, -3.34620832626399 40.583052012164, -3.34749869083717 40.5821947042825, -3.34826017648534 40.581738322687, -3.34753678812454 40.5809648052249, -3.34683751985225 40.5812336693988, -3.34465199363537 40.580126007986, -3.34347965062771 40.5805341151803, -3.34148646265587 40.5790176295583, -3.34252939766625 40.5781986666648, -3.34341229989065 40.5776064010001, -3.34381128720416 40.5774153882046, -3.34663324994482 40.5755372220941, -3.34534773651311 40.5742645527778, -3.3455292472727 40.5741120004744, -3.34573560546404 40.5737659069021, -3.34578395210953 40.5734985804013, -3.3458187864414 40.5731115203308, -3.34588732338343 40.5730151723536, -3.34678981694961 40.5726451538136, -3.34702925531183 40.5726353033899, -3.34926891641664 40.5735894591117, -3.35053602348636 40.5727775506828, -3.35383684767375 40.5696778945824, -3.3524132744671 40.5692643877239, -3.35359678239889 40.5679564384034, -3.35420409243796 40.5684214140791, -3.35700959092924 40.5691946767294, -3.35807978337545 40.5667327830617, -3.36020934069656 40.5655601816817, -3.36305757625497 40.5628394709628, -3.36312385229174 40.5626359589184, -3.36349380764786 40.5617099953446, -3.3606664084232 40.5603007190601, -3.36228065837461 40.5584706713312, -3.35951086966394 40.5549559054243, -3.35763589626952 40.5526732271513, -3.35847142852459 40.552386381359, -3.35868170983023 40.5523375373532, -3.35890822361763 40.5522260972629, -3.35916412637961 40.552137832689, -3.36006492066246 40.5519488362839, -3.35907542623806 40.5506070903069, -3.35725214893529 40.5494722406868, -3.35706249351769 40.5484996764301, -3.3559226397404 40.5457291529459, -3.35500030944503 40.5444053399131, -3.35456560619394 40.5426192982178, -3.35400463002085 40.5418327911017, -3.35253929395676 40.539706850076, -3.35041686841335 40.5329641419158, -3.35076448797095 40.5318127422179, -3.35003419351516 40.53163187793, -3.34959716015202 40.5315836401053, -3.34908081260155 40.5314978108006, -3.34874552703408 40.5315132285427, -3.34812532792298 40.531677233658, -3.3475731470384 40.5317518747262, -3.34723780944785 40.5317483784724, -3.34622304445021 40.5316496152122, -3.34517850306962 40.5314950666084, -3.34313646711098 40.5311452439595, -3.34148528826267 40.5308104927803, -3.34107457043616 40.5307560557778, -3.34076355942675 40.5309765647166, -3.34068264994936 40.5310921178377, -3.34041581498689 40.5313271306103, -3.34014614296153 40.5314693805698, -3.33901472755869 40.532349255491, -3.33692638568473 40.5343111995037, -3.33647999474742 40.5347746572914, -3.33640502327879 40.5348991764829, -3.33627006626321 40.5350554555661, -3.33621284113687 40.5351943688193, -3.33614376121353 40.5353071545604, -3.33467025122154 40.5410420408828, -3.33451008837625 40.5417943956541, -3.33407213448971 40.5463588475135, -3.33378209152794 40.5478301647735, -3.33370095836516 40.5481203080794, -3.333597083401 40.5482634535265, -3.33339982912339 40.5484530787392, -3.33293899579118 40.548752653388, -3.33098961494903 40.5497312304934, -3.330861098658 40.5498138671562, -3.33072568718034 40.5499305996546, -3.33059064340536 40.5501116330096, -3.32982707281422 40.5514734215918, -3.32972912561518 40.551585582919, -3.32938859688035 40.5519062203866, -3.32880820122377 40.5523836669672, -3.32844055177637 40.5527443423395, -3.32787574967659 40.553202032848, -3.32740153663945 40.5536524747763, -3.32677834406487 40.5542784235495, -3.32675051304636 40.5543155153876, -3.32674671561626 40.5543604355643, -3.3265208702879 40.5545373451778, -3.32614857353464 40.5547623592515, -3.32613015879951 40.5547962297947, -3.32613501972877 40.5548598874701, -3.32598350316557 40.5548522133623, -3.32553903118909 40.5549187217627, -3.32481737538427 40.5550510929662, -3.32427915083255 40.5551856052875, -3.32439499845758 40.5553723132124, -3.32463266546858 40.5555384231455, -3.32503431505364 40.555704073165, -3.32607264455948 40.555645572259, -3.32638292808894 40.5557558805139, -3.32654778624333 40.5559361010109, -3.3269697741884 40.5565325055343, -3.32715122658472 40.5563791124501, -3.32746205695769 40.5566005997092, -3.32768118387947 40.5566972701458, -3.32802732045546 40.5566824006609, -3.32839126377714 40.5565840840433, -3.32986347796208 40.5558294423686, -3.33064444472527 40.5553130074144, -3.33091623329869 40.5550064775957, -3.3303686032536 40.5547995650813, -3.33013078831284 40.5546056838732, -3.33178657054956 40.5541423392958, -3.33203926675084 40.5536551896354, -3.33629293016562 40.5553245740042, -3.32903136582049 40.5607932683403, -3.32786863201834 40.5615053467286, -3.32401940391613 40.5568326208135, -3.3222111892899 40.5559343038948, -3.32203218678865 40.5557885982364, -3.32146022796747 40.5559068267546, -3.32101475009081 40.5561155532551, -3.32055200360697 40.5564261140381, -3.3193367726292 40.5573192327619, -3.31850042250267 40.5578982477238, -3.31802146311157 40.5584272784112, -3.31788035160686 40.5586158934945, -3.31767320773005 40.5590000805938, -3.3173025366012 40.5594485554558, -3.31703286824547 40.5598158447869, -3.31685017674814 40.5601797787814, -3.31625405224055 40.5608999363589, -3.31600932224073 40.5612287400798, -3.31527320992637 40.5624094600092, -3.31507537372351 40.562777729625, -3.31490973810157 40.5631830728337, -3.31463620263117 40.5635869385377, -3.31442981236235 40.5640626298867, -3.31431588406125 40.5644343056984, -3.31423534143497 40.5647902835537, -3.31416138719824 40.5655012093418, -3.31403772105791 40.5659070279672, -3.31388404476395 40.5663124640156, -3.313786872815 40.5667347245399, -3.31372003955973 40.5672717353623, -3.31354887691972 40.5677777215917, -3.31337023651163 40.5681004355474, -3.31312630565391 40.5687656938882, -3.31295861561394 40.5691297652312, -3.31284041282098 40.569553905134, -3.31278183668256 40.5699949931505, -3.31260644747881 40.5704322189324, -3.31245045972996 40.5709314830189, -3.31225845623195 40.5713089386178, -3.31172176944355 40.5726685473573, -3.31151840315499 40.5731443147346, -3.3112787028955 40.5735073604421, -3.31100753984343 40.5738060407699, -3.31071651238632 40.574184573685, -3.31053170375185 40.5746353130646, -3.31044399059064 40.5750393279107, -3.31031160707661 40.5754314042736, -3.30995541152319 40.5766445227999, -3.30973438182409 40.5769780658753, -3.30924723323711 40.5777774884452, -3.30897473922844 40.5781287341814, -3.30882783058562 40.5785022982157, -3.30837115573751 40.5791431107104, -3.31608555683787 40.584073152043))",Meco,26.9
4,"POLYGON((-3.3222111892899 40.5559343038948, -3.32401940391613 40.5568326208135, -3.32786863201834 40.5615053467286, -3.32903136582049 40.5607932683403, -3.33629293016562 40.5553245740042, -3.33203926675084 40.5536551896354, -3.33178657054956 40.5541423392958, -3.33013078831284 40.5546056838732, -3.3303686032536 40.5547995650813, -3.33091623329869 40.5550064775957, -3.33064444472527 40.5553130074144, -3.32986347796208 40.5558294423686, -3.32839126377714 40.5565840840433, -3.32802732045546 40.5566824006609, -3.32768118387947 40.5566972701458, -3.32746205695769 40.5566005997092, -3.32715122658472 40.5563791124501, -3.3269697741884 40.5565325055343, -3.32654778624333 40.5559361010109, -3.32638292808894 40.5557558805139, -3.32607264455948 40.555645572259, -3.32503431505364 40.555704073165, -3.32463266546858 40.5555384231455, -3.32439499845758 40.5553723132124, -3.32427915083255 40.5551856052875, -3.32375857620731 40.5553385167966, -3.32352930473916 40.5554341373188, -3.32203218678865 40.5557885982364, -3.3222111892899 40.5559343038948))",Meco,21.7
5,"POLYGON((-3.2112444401792 40.434618739846, -3.21342110155913 40.4361724439121, -3.21586233710924 40.4378508448224, -3.2158860864967 40.4378922612958, -3.2166292770981 40.438006201183, -3.21691131628546 40.4380714343354, -3.21711899154722 40.4381404056214, -3.21731266040545 40.4382337580858, -3.2179165126106 40.4386434349432, -3.21817050693234 40.4387880214425, -3.21843737015729 40.4389028394976, -3.21915152897068 40.4391663412343, -3.21977348892726 40.4393390705295, -3.22016634522876 40.4394103985806, -3.22047535991011 40.4394305360189, -3.22106838324279 40.4394059807636, -3.22139736734869 40.4394170909659, -3.22163087010303 40.4394364807034, -3.22194353335655 40.4394935094207, -3.22209347627674 40.4395464139252, -3.22229787779381 40.4396838324555, -3.22465802490828 40.4402658421004, -3.22596887131052 40.4408650981405, -3.22946268715912 40.4415699749163, -3.23158367171869 40.4418261950959, -3.23357342043673 40.4419861613049, -3.2342989000372 40.4434315564411, -3.23520454179292 40.4443576427516, -3.23785119379008 40.4439442146595, -3.2394757729426 40.4438543734028, -3.24019476327741 40.4440871642377, -3.24199734274269 40.4439762335873, -3.24503681460943 40.4435176140001, -3.24645538181862 40.4428857643741, -3.24894127416488 40.4419651577669, -3.25078450272452 40.441711672322, -3.25262173631914 40.4414212026493, -3.25325930304692 40.441645023453, -3.25709828592979 40.44094470931, -3.26041665674034 40.4382498930163, -3.26254556753821 40.4381181017455, -3.26506397453925 40.4386863051333, -3.26741828385003 40.4392896822732, -3.26876022137938 40.4380291357454, -3.26934699946774 40.4373394764298, -3.27101375024769 40.4372311016965, -3.27216320422765 40.4366031983677, -3.27287304622378 40.4351546852043, -3.27341422282264 40.432520016995, -3.27422502858414 40.4315631524163, -3.27532956040884 40.4300722325057, -3.27599528031534 40.4273660696098, -3.27568798121774 40.4263100501635, -3.27583521559649 40.4245367110049, -3.27768024709771 40.4231367991315, -3.27884575441682 40.4221871177921, -3.28072031124366 40.4205321535236, -3.28193838149232 40.4206292297239, -3.28330945090623 40.4195384835198, -3.28583325695628 40.4184395128349, -3.28726260781728 40.4180476579001, -3.28789008774527 40.4181443030461, -3.28808326093955 40.4153356865671, -3.28634512126992 40.4129228128238, -3.28606577093606 40.4123567987336, -3.28489017079797 40.4105614854724, -3.28331082996649 40.4097049224419, -3.28127910038609 40.4074683898099, -3.28058886660939 40.4064240973035, -3.27980542980151 40.4050673913213, -3.28001043613063 40.4036199852408, -3.27992779543987 40.4015895555898, -3.27958388090434 40.3987776808073, -3.279199587891 40.396163229799, -3.27856906291157 40.3944124798151, -3.27609124124422 40.3959120741619, -3.2734790394457 40.3974228133881, -3.27132029811432 40.3983215863475, -3.26701859931072 40.3966693265916, -3.26438027581792 40.3957771053222, -3.26033961471312 40.3942150051216, -3.2569781278767 40.3930305411795, -3.24195453278073 40.3975844495163, -3.23686209023534 40.3990733380205, -3.23146725420789 40.4004454408561, -3.22708344006481 40.4018468788588, -3.22088513814047 40.403028175695, -3.2193190076904 40.4030491580281, -3.21877758109085 40.4043537842186, -3.21786971782129 40.4060600431237, -3.21703109765299 40.4076985868033, -3.21523216462356 40.4093992480219, -3.21587971446551 40.4121692755777, -3.21607721223314 40.4164464733887, -3.2160336081892 40.4179330433545, -3.21490685088428 40.419465802193, -3.21462344699493 40.4207969799242, -3.21464737998765 40.42277085662, -3.21476496908707 40.4245400325365, -3.21485048491698 40.4262336042387, -3.21394179603607 40.42780379347, -3.21360585580784 40.4285701703768, -3.2122251235462 40.4303880459022, -3.21203746121658 40.4322082206801, -3.21201400969359 40.4333740578787, -3.21115779724705 40.4344305869114, -3.2112444401792 40.434618739846))",Corpa,21.0
